Trial,Preamble,Stimulus,True_Category,Item,Rank,Category
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, parrot is ",present,present,parrot,29,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, sandpiper is ",present,absent,sandpiper,30,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, pheasant is ",present,absent,pheasant,31,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, catbird is ",present,present,catbird,32,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, crane is ",present,absent,crane,33,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, albatross is ",present,present,albatross,34,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, condor is ",present,present,condor,35,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, toucan is ",present,absent,toucan,36,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, owl is ",present,present,owl,37,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, pelican is ",present,absent,pelican,38,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, goose is ",present,absent,goose,39,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, vulture is ",present,absent,vulture,40,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, stork is ",present,present,stork,41,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, buzzard is ",present,present,buzzard,42,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, swan is ",present,absent,swan,43,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, flamingo is ",present,present,flamingo,44,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, duck is ",present,absent,duck,45,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, peacock is ",present,present,peacock,46,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, egret is ",present,present,egret,47,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, chicken is ",present,absent,chicken,48,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, turkey is ",present,present,turkey,49,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, ostrich is ",present,present,ostrich,50,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, titmouse is ",present,absent,titmouse,51,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, emu is ",present,absent,emu,52,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, penguin is ",present,present,penguin,53,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, bat is ",present,absent,bat,54,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, robin is ",absent,present,robin,1,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, sparrow is ",absent,absent,sparrow,2,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, bluejay is ",absent,absent,bluejay,3,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, bluebird is ",absent,absent,bluebird,4,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, canary is ",absent,present,canary,5,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, blackbird is ",absent,present,blackbird,6,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, dove is ",absent,present,dove,7,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, lark is ",absent,absent,lark,8,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, swallow is ",absent,absent,swallow,9,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, parakeet is ",absent,present,parakeet,10,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, oriole is ",absent,present,oriole,11,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, mockingbird is ",absent,absent,mockingbird,12,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, redbird is ",absent,absent,redbird,13,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, wren is ",absent,present,wren,14,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, finch is ",absent,absent,finch,15,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, starling is ",absent,present,starling,16,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, cardinal is ",absent,present,cardinal,17,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, eagle is ",absent,absent,eagle,18,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, hummingbird is ",absent,present,hummingbird,19,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, seagull is ",absent,present,seagull,20,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, woodpecker is ",absent,absent,woodpecker,21,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, pigeon is ",absent,absent,pigeon,22,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, thrush is ",absent,present,thrush,23,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, falcon is ",absent,present,falcon,24,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, crow is ",absent,absent,crow,25,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, hawk is ",absent,absent,hawk,26,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, raven is ",absent,absent,raven,27,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, goldfinch is ",absent,absent,goldfinch,28,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, parrot is ",absent,present,parrot,29,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, sandpiper is ",absent,absent,sandpiper,30,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, pheasant is ",absent,absent,pheasant,31,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, catbird is ",absent,present,catbird,32,birds
6,"Following is a list that contains a number of birds. After the list, a bird will be judged as either present or absent in the list. If the list contains the bird, answer with present. If the list does not contain the bird, answer with absent. The list of birds is: catbird, seagull, thrush, buzzard, robin, penguin, flamingo, peacock, egret, canary, albatross, cardinal, wren, condor, oriole, magpie, parrot, hummingbird, parakeet, falcon, ostrich, dove, starling, turkey, blackbird, stork, owl. According to the list, magpie is present. According to the list, kingfisher is absent. According to the list, crane is ",absent,absent,crane,33,birds
