Preamble,Person,Fan_Person,Place,Fan_Place,Dependent_Variable,True_Category
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Courthouse, the Writer is ",Writer,1,Courthouse,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Police Station, the Writer is ",Writer,1,Police Station,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the University, the Writer is ",Writer,1,University,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Laboratory, the Writer is ",Writer,1,Laboratory,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Clinic, the Writer is ",Writer,1,Clinic,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Studio, the Writer is ",Writer,1,Studio,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Factory, the Writer is ",Writer,1,Factory,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Agency, the Writer is ",Writer,1,Agency,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hospital, the Builder is ",Builder,3,Hospital,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Park, the Builder is ",Builder,3,Park,1,absent,present
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Farm, the Builder is ",Builder,3,Farm,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Church, the Builder is ",Builder,3,Church,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the School, the Builder is ",Builder,3,School,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Bank, the Builder is ",Builder,3,Bank,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Hotel, the Builder is ",Builder,3,Hotel,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Restaurant, the Builder is ",Builder,3,Restaurant,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Construction Site, the Builder is ",Builder,3,Construction Site,3,absent,present
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Library, the Builder is ",Builder,3,Library,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Office Building, the Builder is ",Builder,3,Office Building,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Pharmacy, the Builder is ",Builder,3,Pharmacy,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Courthouse, the Builder is ",Builder,3,Courthouse,3,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Police Station, the Builder is ",Builder,3,Police Station,1,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the University, the Builder is ",Builder,3,University,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Laboratory, the Builder is ",Builder,3,Laboratory,2,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Clinic, the Builder is ",Builder,3,Clinic,0,absent,absent
"Following is a list that contains a number of people and the places in which they are located. After the list, a person will be judged as either present or absent in a specified place. When asked about person A in place B, if the list says that person A is in place B, answer with present. If the list does not say that person A is in place B, answer with absent. The list of people and places is: The Electrician is in the Office Building. The Artist is in the Restaurant. The Doctor is in the Library. The Pastor is in the Laboratory. The Writer is in the Bank. The Psychologist is in the School. The Programmer is in the Courthouse. The Librarian is in the Studio. The Librarian is in the Construction Site. The Police Officer is in the Construction Site. The Builder is in the Construction Site. The Accountant is in the Hotel. The Builder is in the Park. The Electrician is in the Pharmacy. The Engineer is in the Laboratory. The Engineer is in the Library. The Accountant is in the Library. The Clerk is in the Church. The Engineer is in the Hospital. The Journalist is in the Office Building. The Psychologist is in the Farm. The Electrician is in the Courthouse. The Lawyer is in the Courthouse. The Builder is in the Studio. The Programmer is in the Police Station. The Nurse is in the Farm. The Mechanic is in the Mall. According to the list, in the Mall, the Mechanic is present. According to the list, in the Airport, the Pilot is absent. According to the list, in the Studio, the Builder is ",Builder,3,Studio,2,absent,present
